vehicle_category,vehicle_type,engine_cc,cylinders,horsepower,weight_kg,transmission,fuel_type,cooling_system,daily_distance_km,daily_income,fuel_price_per_liter,year,fuel_efficiency_kmpl,label
Roda2,Sport,230.0,1,28.2,167.7,Manual,Bensin,Liquid-cooled,30.7,278017.0,12900.0,2017,28.0,Boros
Roda2,Matic,145.2,1,14.6,113.7,CVT,Bensin,Air-cooled,32.3,62818.0,11543.0,2015,35.0,Boros
Roda2,Matic,129.3,1,11.2,114.6,CVT,Bensin,Air-cooled,53.3,176395.0,11261.0,2016,40.58,Boros
Roda4,SUV,1807.3,4,129.3,1362.2,DCT,Hybrid,Liquid-cooled,66.3,532941.0,14256.0,2015,10.59,Boros
Roda4,SUV,1853.2,4,134.2,1456.9,Automatic,Bensin,Liquid-cooled,43.4,202769.0,11262.0,2020,8.0,Boros
Roda4,SUV,1856.7,4,136.7,1448.2,Manual,Diesel,Liquid-cooled,97.0,527592.0,8977.0,2017,10.3,Boros
Roda4,City Car,1049.1,4,65.0,800.0,Manual,Bensin,Liquid-cooled,58.7,209106.0,11926.0,2025,19.08,Hemat
Roda4,SUV,1790.2,4,122.9,1296.6,DCT,Bensin,Liquid-cooled,38.8,116164.0,12582.0,2021,8.0,Boros
Roda2,Sport,247.1,1,30.0,168.4,Manual,Bensin,Liquid-cooled,52.4,263432.0,10260.0,2016,28.0,Boros
Roda2,Sport Besar,407.3,2,41.8,200.2,Manual,Bensin,Liquid-cooled,36.6,267169.0,12846.0,2016,18.42,Boros
Roda2,Sport,178.3,1,20.5,139.2,Manual,Bensin,Liquid-cooled,24.5,106917.0,10035.0,2026,34.28,Hemat
Roda2,Matic,153.1,1,15.3,122.7,CVT,Bensin,Liquid-cooled,75.4,183685.0,12706.0,2017,35.0,Boros
Roda2,Bebek,109.5,1,7.8,92.3,Manual,Bensin,Air-cooled,64.2,233813.0,13110.0,2026,57.08,Hemat
Roda2,Bebek,136.6,1,10.1,106.0,Manual,Bensin,Air-cooled,54.5,60390.0,10807.0,2017,42.0,Boros
Roda4,SUV,1959.8,4,142.1,1570.8,Manual,Hybrid,Liquid-cooled,81.7,363453.0,14345.0,2019,8.0,Boros
Roda2,Matic,147.9,1,15.5,121.2,CVT,Bensin,Air-cooled,11.7,149877.0,13845.0,2021,35.0,Boros
Roda4,SUV,1550.9,4,103.2,1212.9,DCT,Bensin,Liquid-cooled,68.9,179403.0,12808.0,2022,12.49,Hemat
Roda2,Sport,201.5,1,21.0,145.2,Manual,Bensin,Liquid-cooled,63.1,268183.0,11097.0,2025,28.0,Boros
Roda4,SUV,1550.2,4,105.0,1285.6,Manual,Hybrid,Liquid-cooled,50.1,396695.0,14314.0,2021,11.76,Hemat
Roda2,Sport,221.1,1,26.4,146.6,Manual,Bensin,Liquid-cooled,22.6,101146.0,10047.0,2016,28.0,Boros
Roda4,SUV,1634.1,4,123.2,1268.6,DCT,Diesel,Liquid-cooled,67.1,356921.0,7620.0,2015,11.86,Hemat
Roda2,Matic,115.5,1,10.9,95.6,CVT,Bensin,Air-cooled,40.3,173994.0,13849.0,2025,48.13,Hemat
Roda4,SUV,1836.3,4,126.0,1468.1,Automatic,Bensin,Liquid-cooled,38.1,268085.0,10959.0,2017,8.0,Boros
Roda4,SUV,1857.0,4,142.1,1555.2,Manual,Hybrid,Liquid-cooled,64.0,584601.0,14285.0,2020,9.0,Boros
Roda2,Bebek,146.6,1,11.0,109.1,Manual,Bensin,Air-cooled,46.0,113339.0,13852.0,2024,42.0,Boros
Roda2,Matic,154.9,1,16.0,124.0,CVT,Bensin,Liquid-cooled,13.7,202362.0,10486.0,2018,35.0,Boros
Roda4,City Car,1468.6,3,98.6,1100.0,CVT,Bensin,Liquid-cooled,21.8,424595.0,11421.0,2025,13.0,Boros
Roda2,Matic,115.4,1,9.5,95.1,CVT,Bensin,Air-cooled,18.3,212273.0,12212.0,2023,50.49,Hemat
Roda4,SUV,1936.4,4,145.1,1543.3,DCT,Diesel,Liquid-cooled,81.7,493705.0,8063.0,2026,8.0,Boros
Roda4,MPV,1730.8,4,129.8,1385.7,CVT,Diesel,Liquid-cooled,37.6,554169.0,9284.0,2019,9.0,Boros
Roda4,City Car,1035.9,4,71.1,812.1,Automatic,Bensin,Liquid-cooled,46.8,166197.0,11638.0,2018,17.68,Hemat
Roda4,City Car,1339.8,4,100.7,994.5,CVT,Bensin,Liquid-cooled,22.9,500123.0,10934.0,2020,13.0,Boros
Roda2,Sport,239.8,1,28.2,161.4,Manual,Bensin,Liquid-cooled,39.5,71836.0,10452.0,2024,28.0,Boros
Roda4,SUV,1835.9,4,139.7,1467.7,CVT,Bensin,Liquid-cooled,47.9,365122.0,10565.0,2015,8.0,Boros
Roda2,Bebek,108.5,1,8.2,90.3,Manual,Bensin,Air-cooled,62.9,136893.0,12593.0,2021,45.14,Boros
Roda4,SUV,1838.0,4,124.6,1504.8,Manual,Bensin,Liquid-cooled,88.1,485891.0,12900.0,2016,8.0,Boros
Roda4,City Car,1045.1,4,66.9,805.8,CVT,Bensin,Liquid-cooled,92.8,283785.0,12043.0,2017,16.33,Hemat
Roda2,Bebek,116.4,1,9.3,99.7,Manual,Bensin,Air-cooled,36.6,187125.0,12326.0,2019,42.0,Boros
Roda2,Matic,122.7,1,10.3,102.4,CVT,Bensin,Liquid-cooled,22.6,198638.0,11664.0,2021,51.12,Hemat
Roda2,Matic,143.4,1,14.1,115.1,CVT,Bensin,Air-cooled,64.8,182688.0,12300.0,2021,35.0,Boros
Roda4,MPV,1469.9,4,99.2,1209.6,Manual,Bensin,Liquid-cooled,74.3,276016.0,10406.0,2024,11.06,Boros
Roda2,Sport Besar,357.3,4,32.3,185.4,Manual,Bensin,Liquid-cooled,79.5,194992.0,12209.0,2024,20.74,Boros
Roda2,Sport Besar,285.4,3,25.7,160.0,Manual,Bensin,Liquid-cooled,29.5,94879.0,10285.0,2017,26.9,Hemat
Roda4,City Car,1035.5,3,65.4,817.1,CVT,Bensin,Liquid-cooled,61.5,465735.0,11354.0,2022,20.5,Hemat
Roda2,Matic,129.7,1,10.4,105.8,CVT,Bensin,Liquid-cooled,54.0,196049.0,12472.0,2022,40.91,Boros
Roda4,SUV,1548.4,4,104.7,1200.0,Automatic,Hybrid,Liquid-cooled,51.4,559159.0,14164.0,2017,14.22,Hemat
Roda4,SUV,1806.0,4,130.6,1440.0,Manual,Diesel,Liquid-cooled,39.5,594935.0,8597.0,2015,9.07,Boros
Roda4,MPV,1436.1,4,102.0,1141.0,Automatic,Diesel,Liquid-cooled,66.9,402918.0,10039.0,2026,14.42,Hemat
Roda4,City Car,1290.8,3,96.1,994.9,Manual,Bensin,Liquid-cooled,42.9,353807.0,10790.0,2021,13.0,Boros
Roda2,Matic,149.4,1,13.8,121.2,CVT,Bensin,Air-cooled,74.6,216568.0,10919.0,2024,35.0,Boros
Roda4,MPV,1498.7,4,104.0,1242.8,Manual,Diesel,Liquid-cooled,20.4,463196.0,10009.0,2015,11.85,Boros
Roda4,City Car,1427.3,3,96.1,1070.1,Manual,Bensin,Liquid-cooled,96.6,487510.0,12086.0,2024,13.0,Boros
Roda4,City Car,1273.1,3,89.2,981.9,Automatic,Bensin,Liquid-cooled,24.3,284336.0,12146.0,2019,13.0,Boros
Roda4,SUV,1797.5,4,129.5,1445.5,Manual,Diesel,Liquid-cooled,70.7,267967.0,7053.0,2022,9.34,Boros
Roda4,MPV,1445.3,4,98.8,1208.5,CVT,Diesel,Liquid-cooled,31.7,318953.0,9969.0,2022,14.05,Hemat
Roda2,Sport Besar,576.1,3,70.0,238.2,Manual,Bensin,Liquid-cooled,51.1,101383.0,12378.0,2018,16.0,Boros
Roda4,MPV,1679.6,4,123.7,1463.2,CVT,Bensin,Liquid-cooled,35.9,232382.0,11701.0,2023,9.0,Boros
Roda2,Matic,135.1,1,12.8,111.3,CVT,Bensin,Liquid-cooled,80.0,173248.0,10813.0,2018,36.89,Boros
Roda2,Bebek,116.3,1,9.4,93.4,Manual,Bensin,Air-cooled,38.4,179071.0,12265.0,2022,49.32,Hemat
Roda2,Bebek,146.7,1,11.7,104.7,Manual,Bensin,Air-cooled,20.4,296658.0,13764.0,2026,42.0,Boros
Roda4,MPV,1377.7,4,96.1,1173.9,CVT,Bensin,Liquid-cooled,43.8,484713.0,11297.0,2023,15.32,Hemat
Roda4,MPV,1451.6,4,101.0,1274.6,Automatic,Diesel,Liquid-cooled,92.9,367120.0,7518.0,2016,13.49,Hemat
Roda4,City Car,1156.0,3,74.7,876.8,Automatic,Bensin,Liquid-cooled,30.9,508382.0,11608.0,2018,13.84,Boros
Roda4,MPV,1611.4,4,118.1,1390.0,Automatic,Bensin,Liquid-cooled,49.9,539227.0,10249.0,2016,9.0,Boros
Roda2,Sport Besar,649.1,3,70.0,249.4,Manual,Bensin,Liquid-cooled,68.7,199113.0,13659.0,2018,16.0,Boros
Roda4,MPV,1774.3,4,126.9,1432.4,CVT,Bensin,Liquid-cooled,77.9,395964.0,10272.0,2018,9.0,Boros
Roda2,Sport Besar,623.1,3,64.6,248.5,Manual,Bensin,Liquid-cooled,77.9,180723.0,10731.0,2023,16.0,Boros
Roda4,SUV,1703.5,4,115.2,1376.3,Manual,Bensin,Liquid-cooled,69.9,559639.0,10647.0,2017,9.38,Boros
Roda2,Bebek,127.6,1,10.3,99.5,Manual,Bensin,Air-cooled,17.3,249979.0,10696.0,2022,42.0,Boros
Roda2,Sport Besar,411.5,2,43.5,188.7,Manual,Bensin,Liquid-cooled,38.4,186559.0,10879.0,2025,18.13,Boros
Roda2,Matic,127.1,1,12.1,106.4,CVT,Bensin,Liquid-cooled,27.0,297918.0,10770.0,2017,43.81,Hemat
Roda4,City Car,1484.4,4,99.3,1065.4,Manual,Bensin,Liquid-cooled,88.6,241947.0,10398.0,2019,13.0,Boros
Roda4,City Car,1243.9,3,78.3,979.4,Automatic,Bensin,Liquid-cooled,62.4,123233.0,11535.0,2016,13.0,Boros
Roda2,Matic,123.7,1,11.1,101.0,CVT,Bensin,Air-cooled,24.5,275059.0,12040.0,2019,43.48,Hemat
Roda4,City Car,1326.8,3,93.1,996.1,Manual,Bensin,Liquid-cooled,58.4,382022.0,10088.0,2020,13.14,Boros
Roda2,Matic,128.6,1,12.4,109.1,CVT,Bensin,Liquid-cooled,29.4,101320.0,11420.0,2025,43.43,Hemat
Roda4,SUV,1521.9,4,106.4,1270.7,Automatic,Diesel,Liquid-cooled,94.4,529267.0,9654.0,2019,11.31,Hemat
Roda4,City Car,1393.5,4,95.0,1037.8,Manual,Bensin,Liquid-cooled,70.7,322282.0,13786.0,2018,13.0,Boros
Roda4,City Car,1398.9,4,99.3,1009.0,CVT,Bensin,Liquid-cooled,58.9,338413.0,11178.0,2020,13.0,Boros
Roda4,SUV,1796.2,4,131.5,1450.0,Manual,Hybrid,Liquid-cooled,31.9,181705.0,13932.0,2017,9.24,Boros
Roda2,Sport,164.2,1,15.5,132.2,Manual,Bensin,Liquid-cooled,73.8,120826.0,10107.0,2016,36.26,Hemat
Roda4,MPV,1633.7,4,113.6,1356.8,Manual,Bensin,Liquid-cooled,71.2,490983.0,11180.0,2024,9.0,Boros
Roda2,Matic,126.9,1,11.8,106.5,CVT,Bensin,Air-cooled,26.9,105598.0,13713.0,2026,52.91,Hemat
Roda2,Bebek,140.1,1,11.5,105.0,Manual,Bensin,Air-cooled,56.3,188250.0,12330.0,2021,42.0,Boros
Roda4,City Car,1135.1,3,74.1,924.2,Manual,Bensin,Liquid-cooled,35.7,389741.0,11879.0,2023,15.63,Hemat
Roda2,Sport,197.2,1,21.9,139.7,Manual,Bensin,Liquid-cooled,15.6,102291.0,11216.0,2017,28.0,Boros
Roda2,Matic,123.3,1,10.3,107.9,CVT,Bensin,Air-cooled,77.1,119290.0,13406.0,2016,38.4,Boros
Roda4,SUV,1739.0,4,120.2,1350.2,Automatic,Hybrid,Liquid-cooled,70.1,472091.0,14016.0,2020,10.44,Boros
Roda2,Sport,224.3,1,26.2,162.6,Manual,Bensin,Liquid-cooled,73.1,111264.0,12187.0,2016,28.0,Boros
Roda4,SUV,1622.1,4,118.1,1296.3,Manual,Bensin,Liquid-cooled,69.6,450569.0,11544.0,2023,11.96,Hemat
Roda4,City Car,1365.8,3,89.1,994.1,CVT,Bensin,Liquid-cooled,41.1,592094.0,11230.0,2019,13.38,Boros
Roda2,Sport Besar,597.1,3,65.2,243.1,Manual,Bensin,Liquid-cooled,77.1,262625.0,13203.0,2019,16.0,Boros
Roda2,Sport Besar,485.5,3,51.8,211.6,Manual,Bensin,Liquid-cooled,55.3,230963.0,11647.0,2025,16.0,Boros
Roda4,City Car,1485.7,3,103.7,1100.0,Automatic,Bensin,Liquid-cooled,44.1,575750.0,10198.0,2026,13.0,Boros
Roda4,MPV,1793.4,4,130.0,1479.5,Manual,Diesel,Liquid-cooled,40.5,279804.0,7083.0,2026,9.0,Boros
Roda4,City Car,1484.9,4,102.6,1100.0,Manual,Bensin,Liquid-cooled,42.9,403146.0,12138.0,2020,13.0,Boros
Roda4,SUV,1806.0,4,128.7,1355.4,DCT,Diesel,Liquid-cooled,35.1,594377.0,12621.0,2019,9.64,Boros
Roda2,Matic,150.2,1,15.4,119.1,CVT,Bensin,Liquid-cooled,15.8,208705.0,10844.0,2018,35.0,Boros
Roda4,City Car,1152.5,4,69.5,890.0,Manual,Bensin,Liquid-cooled,30.9,201981.0,12340.0,2021,15.19,Hemat
Roda4,City Car,1308.6,3,86.4,977.7,Automatic,Bensin,Liquid-cooled,57.8,375293.0,12662.0,2020,13.0,Boros
Roda4,City Car,1473.6,4,103.1,1032.8,CVT,Bensin,Liquid-cooled,18.7,495442.0,12268.0,2023,13.0,Boros
Roda2,Sport,186.4,2,20.5,129.0,Manual,Bensin,Liquid-cooled,15.5,116370.0,12663.0,2023,35.78,Hemat
Roda2,Matic,125.5,1,11.6,104.6,CVT,Bensin,Liquid-cooled,18.6,124029.0,13457.0,2019,44.26,Hemat
Roda4,City Car,1407.7,4,94.5,1042.4,Automatic,Bensin,Liquid-cooled,46.0,274336.0,10514.0,2017,13.0,Boros
Roda4,MPV,1718.1,4,120.1,1435.8,Automatic,Diesel,Liquid-cooled,75.4,168631.0,6810.0,2025,9.0,Boros
Roda4,City Car,1344.9,4,88.6,945.0,Automatic,Bensin,Liquid-cooled,79.5,431250.0,13273.0,2024,13.0,Boros
Roda4,SUV,1816.4,4,130.9,1486.1,CVT,Diesel,Liquid-cooled,53.5,348811.0,9028.0,2026,8.79,Boros
Roda4,MPV,1695.1,4,123.8,1452.6,Manual,Diesel,Liquid-cooled,87.9,239978.0,10385.0,2022,9.0,Boros
Roda2,Bebek,146.8,1,11.1,107.2,Manual,Bensin,Air-cooled,44.6,146912.0,12468.0,2021,42.0,Boros
Roda2,Bebek,113.3,1,8.6,97.9,Manual,Bensin,Air-cooled,56.7,52607.0,10996.0,2016,44.2,Boros
Roda4,SUV,1902.4,4,140.9,1542.6,Automatic,Diesel,Liquid-cooled,81.2,457973.0,8754.0,2016,8.0,Boros
Roda4,City Car,1478.8,4,97.1,1073.6,CVT,Bensin,Liquid-cooled,80.0,152373.0,13149.0,2023,13.0,Boros
Roda2,Sport Besar,285.0,4,25.0,172.3,Manual,Bensin,Liquid-cooled,27.7,169108.0,11632.0,2019,24.4,Hemat
Roda2,Sport Besar,481.5,4,54.9,221.7,Manual,Bensin,Liquid-cooled,49.5,181775.0,11282.0,2023,16.6,Boros
Roda4,City Car,1045.7,4,71.5,841.9,Automatic,Bensin,Liquid-cooled,47.2,551135.0,10144.0,2022,16.29,Hemat
Roda4,SUV,1560.1,4,106.9,1302.6,Manual,Diesel,Liquid-cooled,57.1,286010.0,10471.0,2017,11.67,Hemat
Roda2,Sport Besar,643.5,4,67.9,248.5,Manual,Bensin,Liquid-cooled,67.8,257199.0,11626.0,2024,16.0,Boros
Roda2,Bebek,132.6,1,9.9,101.5,Manual,Bensin,Air-cooled,54.6,255017.0,10162.0,2025,42.0,Boros
Roda4,MPV,1732.0,4,126.8,1492.4,CVT,Diesel,Liquid-cooled,15.8,593315.0,11709.0,2026,9.33,Boros
Roda2,Sport Besar,292.7,2,27.1,180.9,Manual,Bensin,Liquid-cooled,31.4,146803.0,13769.0,2019,24.8,Hemat
Roda2,Bebek,100.6,1,7.2,90.0,Manual,Bensin,Air-cooled,55.2,174833.0,11037.0,2026,59.76,Hemat
Roda2,Matic,116.9,1,10.7,100.5,CVT,Bensin,Air-cooled,56.7,178511.0,11417.0,2024,45.55,Hemat
Roda2,Matic,151.5,1,13.9,120.3,CVT,Bensin,Liquid-cooled,56.6,159727.0,13717.0,2018,35.0,Boros
Roda2,Sport,210.2,1,24.7,150.5,Manual,Bensin,Liquid-cooled,38.0,67095.0,12333.0,2018,28.0,Boros
Roda2,Matic,122.8,1,10.2,103.6,CVT,Bensin,Air-cooled,42.1,219244.0,11939.0,2023,46.13,Hemat
Roda2,Sport,197.2,1,23.4,144.4,Manual,Bensin,Liquid-cooled,40.1,120039.0,13281.0,2021,28.0,Boros
Roda2,Sport Besar,291.3,4,25.0,174.1,Manual,Bensin,Liquid-cooled,32.3,282358.0,12896.0,2021,25.92,Hemat
Roda2,Bebek,141.1,1,10.6,106.9,Manual,Bensin,Air-cooled,20.0,243837.0,11058.0,2018,42.0,Boros
Roda2,Matic,110.2,1,9.9,95.0,CVT,Bensin,Air-cooled,43.1,220476.0,12472.0,2025,57.02,Hemat
Roda4,City Car,1020.3,3,71.4,800.0,Automatic,Bensin,Liquid-cooled,65.6,406784.0,12082.0,2015,14.8,Boros
Roda4,City Car,1259.6,4,85.9,933.5,Manual,Bensin,Liquid-cooled,63.2,312072.0,13786.0,2023,14.56,Boros
Roda2,Matic,157.8,1,15.5,121.8,CVT,Bensin,Liquid-cooled,75.4,86932.0,13158.0,2018,35.0,Boros
Roda2,Sport Besar,319.5,2,35.3,173.6,Manual,Bensin,Liquid-cooled,43.1,56438.0,13007.0,2016,22.4,Hemat
Roda2,Sport,151.2,2,15.0,124.9,Manual,Bensin,Liquid-cooled,20.1,131103.0,10638.0,2017,35.56,Hemat
Roda4,MPV,1578.6,4,108.9,1324.6,Manual,Diesel,Liquid-cooled,23.8,122570.0,7679.0,2015,11.59,Boros
Roda2,Matic,121.0,1,11.1,105.8,CVT,Bensin,Air-cooled,32.3,289132.0,13077.0,2023,42.31,Hemat
Roda2,Sport Besar,357.3,3,35.3,189.3,Manual,Bensin,Liquid-cooled,21.7,131682.0,10274.0,2017,16.8,Boros
Roda2,Matic,141.8,1,12.8,113.3,CVT,Bensin,Liquid-cooled,63.2,155083.0,13680.0,2021,35.23,Boros
Roda2,Matic,122.7,1,11.4,108.2,CVT,Bensin,Liquid-cooled,24.1,248586.0,11400.0,2024,40.8,Boros
Roda4,SUV,1576.8,4,109.9,1356.7,Manual,Bensin,Liquid-cooled,52.7,319632.0,12877.0,2025,10.76,Boros
Roda4,MPV,1578.7,4,115.6,1256.6,Manual,Bensin,Liquid-cooled,53.5,138968.0,12111.0,2017,9.0,Boros
Roda2,Matic,155.5,1,15.8,124.6,CVT,Bensin,Liquid-cooled,52.8,277482.0,13084.0,2016,35.0,Boros
Roda2,Bebek,125.4,1,9.6,99.6,Manual,Bensin,Air-cooled,70.0,218312.0,11592.0,2015,42.0,Boros
Roda2,Matic,134.5,1,12.6,107.3,CVT,Bensin,Liquid-cooled,37.2,182787.0,13486.0,2021,35.0,Boros
Roda2,Bebek,149.6,1,10.8,108.6,Manual,Bensin,Air-cooled,16.9,215076.0,12981.0,2024,42.0,Boros
Roda2,Sport Besar,516.5,4,47.6,227.8,Manual,Bensin,Liquid-cooled,37.1,125058.0,13696.0,2017,20.6,Boros
Roda4,MPV,1315.8,4,85.0,1101.7,CVT,Bensin,Liquid-cooled,31.9,411472.0,12580.0,2022,15.25,Hemat
Roda2,Matic,126.5,1,11.2,107.1,CVT,Bensin,Air-cooled,54.9,253354.0,11363.0,2018,47.62,Hemat
Roda4,MPV,1794.8,4,122.8,1500.0,CVT,Bensin,Liquid-cooled,63.4,493785.0,11644.0,2018,9.0,Boros
Roda2,Sport,154.8,2,15.6,121.7,Manual,Bensin,Liquid-cooled,63.4,262291.0,12291.0,2015,36.89,Hemat
Roda2,Sport,231.9,2,29.7,170.0,Manual,Bensin,Liquid-cooled,30.3,292270.0,10201.0,2017,28.0,Boros
Roda4,MPV,1526.3,4,106.1,1194.1,Manual,Bensin,Liquid-cooled,41.8,423116.0,11744.0,2019,11.5,Boros
Roda4,MPV,1721.6,4,128.7,1477.9,Manual,Bensin,Liquid-cooled,17.6,263591.0,13745.0,2025,9.0,Boros
Roda2,Matic,149.7,1,14.7,112.1,CVT,Bensin,Liquid-cooled,62.6,73747.0,11251.0,2019,35.0,Boros
Roda4,MPV,1553.9,4,107.7,1339.2,Automatic,Diesel,Liquid-cooled,57.0,185194.0,7548.0,2017,13.18,Hemat
Roda4,MPV,1402.4,4,92.9,1207.7,Manual,Diesel,Liquid-cooled,96.9,289049.0,11336.0,2015,12.65,Hemat
Roda2,Sport Besar,570.0,3,63.2,211.4,Manual,Bensin,Liquid-cooled,11.0,169863.0,10504.0,2015,16.0,Boros
Roda4,MPV,1311.6,4,86.7,1112.4,Manual,Diesel,Liquid-cooled,42.0,295803.0,8828.0,2015,15.0,Hemat
Roda2,Bebek,131.7,1,9.7,104.4,Manual,Bensin,Air-cooled,65.4,220140.0,11168.0,2022,42.0,Boros
Roda2,Bebek,126.1,1,9.3,101.5,Manual,Bensin,Air-cooled,65.5,96307.0,13579.0,2022,42.0,Boros
Roda4,SUV,1679.3,4,123.2,1316.9,Manual,Hybrid,Liquid-cooled,96.6,120511.0,14445.0,2023,11.98,Hemat
Roda4,City Car,1449.7,3,101.6,1063.4,CVT,Bensin,Liquid-cooled,49.5,560185.0,13869.0,2018,13.0,Boros
Roda4,SUV,1797.8,4,130.5,1405.3,Manual,Hybrid,Liquid-cooled,93.0,216223.0,14129.0,2026,9.46,Boros
Roda4,MPV,1705.0,4,123.4,1500.0,Automatic,Diesel,Liquid-cooled,46.5,145046.0,8866.0,2016,9.0,Boros
Roda2,Bebek,121.1,1,9.0,94.7,Manual,Bensin,Air-cooled,73.7,252006.0,10843.0,2024,52.43,Hemat
Roda4,City Car,1131.6,4,75.2,872.7,CVT,Bensin,Liquid-cooled,98.6,512451.0,10296.0,2016,13.0,Boros
Roda2,Sport Besar,415.9,3,43.0,177.3,Manual,Bensin,Liquid-cooled,34.2,126389.0,12628.0,2018,19.62,Boros
Roda2,Sport Besar,607.9,4,66.6,237.5,Manual,Bensin,Liquid-cooled,28.7,53837.0,11588.0,2021,16.0,Boros
Roda2,Sport,179.5,1,17.6,137.1,Manual,Bensin,Liquid-cooled,57.6,70903.0,12283.0,2016,31.56,Boros
Roda2,Sport,209.2,1,25.7,144.1,Manual,Bensin,Liquid-cooled,12.7,94309.0,12537.0,2021,28.73,Boros
Roda2,Bebek,150.0,1,11.4,110.0,Manual,Bensin,Air-cooled,38.1,298462.0,13433.0,2018,42.0,Boros
Roda2,Sport,199.7,1,23.9,144.7,Manual,Bensin,Liquid-cooled,60.3,275655.0,12416.0,2022,28.0,Boros
Roda4,City Car,1480.7,3,103.2,1059.4,CVT,Bensin,Liquid-cooled,80.8,549385.0,13513.0,2023,13.0,Boros
Roda4,City Car,1233.6,4,91.5,950.8,Manual,Bensin,Liquid-cooled,31.1,246887.0,10747.0,2018,13.0,Boros
Roda4,MPV,1749.9,4,130.0,1482.9,CVT,Diesel,Liquid-cooled,28.3,360871.0,10593.0,2020,9.0,Boros
Roda2,Matic,139.4,1,13.0,117.9,CVT,Bensin,Liquid-cooled,25.9,195965.0,11449.0,2024,35.0,Boros
Roda2,Sport Besar,633.7,2,64.8,250.0,Manual,Bensin,Liquid-cooled,30.0,299279.0,11069.0,2022,16.0,Boros
Roda2,Matic,123.6,1,10.2,102.7,CVT,Bensin,Air-cooled,63.8,171475.0,12964.0,2018,42.12,Hemat
Roda4,SUV,1569.5,4,100.0,1338.1,Manual,Hybrid,Liquid-cooled,61.6,114502.0,14105.0,2020,13.1,Hemat
Roda2,Bebek,121.0,1,9.6,96.9,Manual,Bensin,Air-cooled,18.4,135470.0,10358.0,2019,42.0,Boros
Roda4,SUV,1732.1,4,124.6,1368.2,DCT,Hybrid,Liquid-cooled,66.4,351197.0,14441.0,2015,10.43,Boros
Roda4,MPV,1559.4,4,105.1,1278.3,Automatic,Bensin,Liquid-cooled,19.0,411973.0,11849.0,2015,10.29,Boros
Roda4,MPV,1791.3,4,125.0,1500.0,CVT,Bensin,Liquid-cooled,78.4,368182.0,12794.0,2018,9.0,Boros
Roda2,Sport,226.7,1,28.0,160.0,Manual,Bensin,Liquid-cooled,55.2,251384.0,13691.0,2021,28.0,Boros
Roda4,MPV,1374.8,4,94.5,1195.6,CVT,Bensin,Liquid-cooled,97.1,406815.0,10879.0,2021,11.39,Boros
Roda4,City Car,1211.7,3,83.4,923.8,Automatic,Bensin,Liquid-cooled,46.2,560662.0,12349.0,2024,13.0,Boros
Roda2,Bebek,142.2,1,11.1,103.3,Manual,Bensin,Air-cooled,50.0,178167.0,11145.0,2019,42.0,Boros
Roda4,City Car,1150.0,3,78.5,870.6,CVT,Bensin,Liquid-cooled,50.5,558300.0,10165.0,2016,14.65,Boros
Roda2,Sport,207.3,1,21.9,150.0,Manual,Bensin,Liquid-cooled,16.9,269535.0,12093.0,2024,30.11,Boros
Roda4,SUV,1605.8,4,110.0,1323.7,Manual,Bensin,Liquid-cooled,69.8,185335.0,13857.0,2020,9.68,Boros
Roda4,MPV,1359.7,4,85.0,1116.4,CVT,Bensin,Liquid-cooled,51.3,421648.0,12580.0,2015,14.43,Hemat
Roda4,MPV,1307.7,4,85.0,1146.7,Manual,Diesel,Liquid-cooled,39.4,463804.0,8126.0,2021,14.21,Hemat
Roda4,MPV,1474.7,4,95.3,1217.6,Automatic,Bensin,Liquid-cooled,20.8,478616.0,10703.0,2025,10.12,Boros
Roda4,MPV,1658.7,4,114.4,1371.8,CVT,Diesel,Liquid-cooled,67.9,328086.0,12782.0,2015,11.52,Boros
Roda4,MPV,1580.1,4,112.5,1264.1,Manual,Diesel,Liquid-cooled,91.8,218802.0,11265.0,2022,12.47,Hemat
Roda2,Bebek,110.3,1,8.3,97.4,Manual,Bensin,Air-cooled,44.6,193324.0,13269.0,2023,57.52,Hemat
Roda2,Sport Besar,579.8,3,63.3,242.0,Manual,Bensin,Liquid-cooled,62.1,91256.0,12681.0,2023,16.0,Boros
Roda2,Matic,149.2,1,15.5,113.8,CVT,Bensin,Liquid-cooled,52.6,88163.0,13239.0,2023,35.0,Boros
Roda2,Sport,204.5,1,27.4,150.0,Manual,Bensin,Liquid-cooled,70.1,125257.0,13670.0,2023,28.0,Boros
Roda2,Bebek,131.8,1,9.9,103.7,Manual,Bensin,Air-cooled,49.1,252938.0,12893.0,2024,42.0,Boros
Roda4,City Car,1354.1,4,89.2,1010.5,Automatic,Bensin,Liquid-cooled,40.9,495225.0,13145.0,2025,13.0,Boros
Roda4,City Car,1247.2,4,83.9,932.6,Automatic,Bensin,Liquid-cooled,70.8,597786.0,10671.0,2025,15.03,Hemat
Roda4,SUV,1547.2,4,100.5,1264.3,Automatic,Hybrid,Liquid-cooled,54.8,435339.0,14194.0,2023,14.12,Hemat
Roda4,MPV,1377.5,4,85.0,1227.1,Automatic,Diesel,Liquid-cooled,59.1,368619.0,8772.0,2015,11.93,Boros
Roda2,Bebek,134.2,1,10.5,108.5,Manual,Bensin,Air-cooled,34.4,282382.0,13239.0,2017,42.0,Boros
Roda2,Matic,118.5,1,10.7,97.5,CVT,Bensin,Air-cooled,69.5,103213.0,12608.0,2015,42.75,Hemat
